"id","submitdate","lastpage","startlanguage","startdate","datestamp","refurl","INSTRUKCJA","LOSUJ","PIERWSZE1[1]","PIERWSZE2[2]","PIERWSZE3[3]","PIERWSZE4[4]","PIERWSZE5[5]","PIERWSZE6[6]","PIERWSZE7[7]","PIERWSZE8[8]","PIERWSZE9[9]","PIERWSZE10[10]","PIERWSZE11[11]","PIERWSZE12[12]","PIERWSZE13[13]","PIERWSZE14[14]","PIERWSZE15[15]","PIERWSZE16[16]","PIERWSZE17[17]","PIERWSZE18[18]","PIERWSZE19[19]","PIERWSZE20[20]","PIERWSZE21[21]","PIERWSZE22[22]","PIERWSZE23[23]","PIERWSZE24[24]","DRUGIE1[1]","DRUGIE2[2]","DRUGIE3[3]","DRUGIE4[4]","DRUGIE5[5]","DRUGIE6[6]","DRUGIE7[7]","DRUGIE8[8]","DRUGIE9[9]","DRUGIE10[10]","DRUGIE11[11]","DRUGIE12[12]","DRUGIE13[13]","DRUGIE14[14]","DRUGIE15[15]","DRUGIE16[16]","DRUGIE17[17]","DRUGIE18[18]","DRUGIE19[19]","DRUGIE20[20]","DRUGIE21[21]","DRUGIE22[22]","DRUGIE23[23]","DRUGIE24[24]","TRZECIE8","TRZECIE9","TRZECIE11","TRZECIE12","TRZECIE14","TRZECIE15","TRZECIE17","TRZECIE18","TRZECIE20","TRZECIE21","TRZECIE23","TRZECIE24","CZWARTE9","CZWARTE8","CZWARTE3","CZWARTE14","CZWARTE15","CZWARTE17","CZWARTE18","CZWARTE20","CZWARTE21","CZWARTE23","CZWARTE24","CZWARTE2","CZWARTE5","CZWARTE6","CZWARTE11","CZWARTE12","PIATE20","PIATE21","PIATE23","PIATE24","G","Y","E","E[other]","F","H","interviewtime","groupTime212","INSTRUKCJATime","groupTime207","LOSUJTime","groupTime206","PIERWSZE1Time","PIERWSZE2Time","PIERWSZE3Time","PIERWSZE4Time","PIERWSZE5Time","PIERWSZE6Time","PIERWSZE7Time","PIERWSZE8Time","PIERWSZE9Time","PIERWSZE10Time","PIERWSZE11Time","PIERWSZE12Time","PIERWSZE13Time","PIERWSZE14Time","PIERWSZE15Time","PIERWSZE16Time","PIERWSZE17Time","PIERWSZE18Time","PIERWSZE19Time","PIERWSZE20Time","PIERWSZE21Time","PIERWSZE22Time","PIERWSZE23Time","PIERWSZE24Time","groupTime208","DRUGIE1Time","DRUGIE2Time","DRUGIE3Time","DRUGIE4Time","DRUGIE5Time","DRUGIE6Time","DRUGIE7Time","DRUGIE8Time","DRUGIE9Time","DRUGIE10Time","DRUGIE11Time","DRUGIE12Time","DRUGIE13Time","DRUGIE14Time","DRUGIE15Time","DRUGIE16Time","DRUGIE17Time","DRUGIE18Time","DRUGIE19Time","DRUGIE20Time","DRUGIE21Time","DRUGIE22Time","DRUGIE23Time","DRUGIE24Time","groupTime209","TRZECIE8Time","TRZECIE9Time","TRZECIE11Time","TRZECIE12Time","TRZECIE14Time","TRZECIE15Time","TRZECIE17Time","TRZECIE18Time","TRZECIE20Time","TRZECIE21Time","TRZECIE23Time","TRZECIE24Time","groupTime210","CZWARTE9Time","CZWARTE8Time","CZWARTE3Time","CZWARTE14Time","CZWARTE15Time","CZWARTE17Time","CZWARTE18Time","CZWARTE20Time","CZWARTE21Time","CZWARTE23Time","CZWARTE24Time","CZWARTE2Time","CZWARTE5Time","CZWARTE6Time","CZWARTE11Time","CZWARTE12Time","groupTime211","PIATE20Time","PIATE21Time","PIATE23Time","PIATE24Time","groupTime213","GTime","YTime","ETime","FTime","HTime"
"1148","2015-11-02 08:37:02","8","pl","2015-11-02 08:33:29","2015-11-02 08:37:01","https://www.facebook.com/","","6","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","Mężczyzna","1983.0000000000","Podstawowe","","Nie","Nie","208.51","10.04","","","","120.33","","","","","","","","","","","","","","","","","","","","","","","","","51.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.87","","","","","","","","","","","","","","","","","","","","","","16.01","","","","",""
"1149","2015-11-02 08:38:40","8","pl","2015-11-02 08:35:25","2015-11-02 08:38:40","https://www.facebook.com/","","6","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","Kobieta","1980.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","191.79","8.44","","","","23.1","","","","","","","","","","","","","","","","","","","","","","","","","104.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.33","","","","","","","","","","","","","","","","","","","","","","28.61","","","","",""
"1150","2015-11-02 08:49:01","8","pl","2015-11-02 08:41:03","2015-11-02 08:49:01","https://www.facebook.com/","","1","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1983.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","475.39","373.46","","","","15.37","","","","","","","","","","","","","","","","","","","","","","","","","59.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.03","","","","",""
"1152","2015-11-02 09:13:59","8","pl","2015-11-02 09:12:58","2015-11-02 09:13:59","https://www.facebook.com","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1985.0000000000","Średnie","","Nie","Nie","57.98","8.28","","","","23.68","","","","","","","","","","","","","","","","","","","","","","","","","8.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.55","","","","",""
"1153","2015-11-02 09:28:45","8","pl","2015-11-02 09:26:02","2015-11-02 09:28:45","https://www.messenger.com/","","12","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","nie jest winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","Mężczyzna","1980.0000000000","Średnie","","Tak","Nie","161.28","11.05","","","","12.45","","","","","","","","","","","","","","","","","","","","","","","","","68.18","","","","","","","","","","","","","","","","","","","","","","","","","10.47","","","","","","","","","","","","","33.45","","","","","","","","","","","","","","","","","","","","","","25.68","","","","",""
"1154","2015-11-02 09:35:12","8","pl","2015-11-02 09:31:35","2015-11-02 09:35:12","","","9","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","nie jest winą pani Malinowskiej.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","","","Kobieta","1987.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","214.7","17.27","","","","18.55","","","","","","","","","","","","","","","","","","","","","","","","","71.93","","","","","","","","","","","","","","","","","","","","","","","","","33.6","","","","","","","","","","","","","30.55","","","","","","","","","","","","","","","","","","","","","","42.8","","","","",""
"1156","2015-11-02 09:54:10","8","pl","2015-11-02 09:52:11","2015-11-02 09:54:10","https://www.facebook.com/","","5","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","Kobieta","1990.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","114.36","9.26","","","","18.71","","","","","","","","","","","","","","","","","","","","","","","","","47.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.69","","","","","","","","","","","","","","","","","","","","","","18.32","","","","",""
"1158","2015-11-02 10:28:36","8","pl","2015-11-02 10:26:15","2015-11-02 10:28:36","https://www.facebook.com/","","8","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą pani Malinowskiej.","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1993.0000000000","Średnie","","Nie","Tak","139.94","6.21","","","","40.18","","","","","","","","","","","","","","","","","","","","","","","","","37.99","","","","","","","","","","","","","","","","","","","","","","","","","8.78","","","","","","","","","","","","","23.18","","","","","","","","","","","","","","","","","","","","","","23.6","","","","",""
"1159","2015-11-02 10:29:11","8","pl","2015-11-02 10:27:24","2015-11-02 10:29:11","https://www.facebook.com","","15","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","","","","","","","","Kobieta","1994.0000000000","Zawodowe","","Nie","Nie","101.96","7.71","","","","23.58","","","","","","","","","","","","","","","","","","","","","","","","","17.37","","","","","","","","","","","","","","","","","","","","","","","","","12.35","","","","","","","","","","","","","10.84","","","","","","","","","","","","","","","","","","","","","","30.11","","","","",""
"1160","2015-11-02 10:38:47","8","pl","2015-11-02 10:35:56","2015-11-02 10:38:47","","","20","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","nie jest zasługą pani Malinowskiej.","","","","Kobieta","1983.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","169.47","15.68","","","","48.74","","","","","","","","","","","","","","","","","","","","","","","","","22.25","","","","","","","","","","","","","","","","","","","","","","","","","36.55","","","","","","","","","","","","","8.62","","","","","","","","","","","","","","","","","11.65","","","","","25.98","","","","",""
"1161","2015-11-02 10:58:48","8","pl","2015-11-02 10:55:46","2015-11-02 10:58:48","https://www.facebook.com/","","18","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","Mężczyzna","1991.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Tak","180.36","8.66","","","","37.94","","","","","","","","","","","","","","","","","","","","","","","","","72.11","","","","","","","","","","","","","","","","","","","","","","","","","9.21","","","","","","","","","","","","","27.66","","","","","","","","","","","","","","","","","","","","","","24.78","","","","",""
"1162","2015-11-02 11:48:39","8","pl","2015-11-02 11:47:00","2015-11-02 11:48:39","https://www.facebook.com/","","7","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1981.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","97.45","7.45","","","","42.96","","","","","","","","","","","","","","","","","","","","","","","","","14.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.68","","","","",""
"1164","2015-11-02 12:55:41","8","pl","2015-11-02 12:54:06","2015-11-02 12:55:41","","","4","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1980.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","93.28","12.13","","","","8.97","","","","","","","","","","","","","","","","","","","","","","","","","49.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.16","","","","",""
"1165","2015-11-02 13:05:27","8","pl","2015-11-02 12:59:46","2015-11-02 13:05:27","http://m.facebook.com/","","10","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1981.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","338.87","176.42","","","","88.35","","","","","","","","","","","","","","","","","","","","","","","","","36.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.49","","","","",""
"1167","2015-11-02 14:23:26","8","pl","2015-11-02 14:21:51","2015-11-02 14:23:26","http://sokratyzer.pl/limesurvey/index.php/729544","","16","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1989.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","92.37","15.26","","","","10.86","","","","","","","","","","","","","","","","","","","","","","","","","41.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.52","","","","",""
"1169","2015-11-02 14:39:55","8","pl","2015-11-02 14:37:57","2015-11-02 14:39:55","","","12","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","jest całkowicie winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie winą dozorcy.","","","","","Mężczyzna","1971.0000000000","Średnie","","Nie","Nie","115.93","18.31","","","","13.61","","","","","","","","","","","","","","","","","","","","","","","","","8.93","","","","","","","","","","","","","","","","","","","","","","","","","15.48","","","","","","","","","","","","","34.96","","","","","","","","","","","","","","","","","","","","","","24.64","","","","",""
"1170","2015-11-02 14:52:41","8","pl","2015-11-02 14:49:50","2015-11-02 14:52:41","https://www.facebook.com","","9","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","nie jest winą pani Malinowskiej.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","","","Kobieta","1993.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","168.65","7.96","","","","21.41","","","","","","","","","","","","","","","","","","","","","","","","","53.29","","","","","","","","","","","","","","","","","","","","","","","","","33.45","","","","","","","","","","","","","30.07","","","","","","","","","","","","","","","","","","","","","","22.47","","","","",""
"1173","2015-11-02 15:50:08","8","pl","2015-11-02 15:46:35","2015-11-02 15:50:08","","","3","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","211.02","15.04","","","","32.76","","","","","","","","","","","","","","","","","","","","","","","","","115.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.87","","","","","","","","","","","","","","","","","","","","","","24.79","","","","",""
"1174","2015-11-02 15:49:08","8","pl","2015-11-02 15:47:11","2015-11-02 15:49:08","https://www.facebook.com/","","17","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","Kobieta","1994.0000000000","Średnie","","Nie","Nie","115.75","4.58","","","","10.26","","","","","","","","","","","","","","","","","","","","","","","","","42.23","","","","","","","","","","","","","","","","","","","","","","","","","8.63","","","","","","","","","","","","","15.25","","","","","","","","","","","","","","","","","","","","","","34.8","","","","",""
"1175","2015-11-02 16:21:22","8","pl","2015-11-02 16:19:10","2015-11-02 16:21:22","https://www.facebook.com","","3","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1991.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","129.67","8.98","","","","62.32","","","","","","","","","","","","","","","","","","","","","","","","","15.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.03","","","","","","","","","","","","","","","","","","","","","","22.58","","","","",""
"1177","2015-11-02 16:49:57","8","pl","2015-11-02 16:47:01","2015-11-02 16:49:57","","","20","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","nie jest zasługą pani Malinowskiej.","","","","Kobieta","1985.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","172.81","9.39","","","","24.85","","","","","","","","","","","","","","","","","","","","","","","","","14.67","","","","","","","","","","","","","","","","","","","","","","","","","56.36","","","","","","","","","","","","","40.33","","","","","","","","","","","","","","","","","7.91","","","","","19.3","","","","",""
"1178","2015-11-02 17:11:20","8","pl","2015-11-02 17:08:31","2015-11-02 17:11:19","","","9","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","jest w stopniu znikomym winą pani Malinowskiej.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","","","Kobieta","1994.0000000000","Średnie","","Nie","Nie","165.29","12.67","","","","34.92","","","","","","","","","","","","","","","","","","","","","","","","","55.78","","","","","","","","","","","","","","","","","","","","","","","","","17.7","","","","","","","","","","","","","19.23","","","","","","","","","","","","","","","","","","","","","","24.99","","","","",""
"1179","2015-11-02 17:12:06","8","pl","2015-11-02 17:10:10","2015-11-02 17:12:06","https://www.facebook.com/","","22","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","113.93","7.92","","","","13.5","","","","","","","","","","","","","","","","","","","","","","","","","59.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.46","","","","",""
"1180","2015-11-02 17:27:21","8","pl","2015-11-02 17:23:01","2015-11-02 17:27:21","https://www.facebook.com/","","5","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","Mężczyzna","1980.0000000000","Średnie","","Tak","Nie","256.72","20.32","","","","60.37","","","","","","","","","","","","","","","","","","","","","","","","","52.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.96","","","","","","","","","","","","","","","","","","","","","","31.58","","","","",""
"1181","2015-11-02 17:32:03","8","pl","2015-11-02 17:30:17","2015-11-02 17:32:03","http://m.facebook.com","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1988.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","103.79","14.57","","","","24.6","","","","","","","","","","","","","","","","","","","","","","","","","18.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.45","","","","","","","","","","","","","","","","","","","","","","32.56","","","","",""
"1184","2015-11-02 18:16:03","8","pl","2015-11-02 18:13:01","2015-11-02 18:16:03","","","3","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie winą dozorcy.","","","","","","","","","","","","","","","","","","Mężczyzna","1996.0000000000","Średnie","","Nie","Nie","180.44","21.64","","","","73.13","","","","","","","","","","","","","","","","","","","","","","","","","19.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.55","","","","","","","","","","","","","","","","","","","","","","38.34","","","","",""
"1186","2015-11-02 18:26:33","8","pl","2015-11-02 18:24:14","2015-11-02 18:26:33","","","14","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","135.73","7.28","","","","14.36","","","","","","","","","","","","","","","","","","","","","","","","","47.19","","","","","","","","","","","","","","","","","","","","","","","","","30.3","","","","","","","","","","","","","7.63","","","","","","","","","","","","","","","","","","","","","","28.97","","","","",""
"1187","2015-11-02 18:34:46","8","pl","2015-11-02 18:31:39","2015-11-02 18:34:46","https://www.facebook.com","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","184.52","10.95","","","","67.41","","","","","","","","","","","","","","","","","","","","","","","","","23.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.95","","","","","","","","","","","","","","","","","","","","","","58.12","","","","",""
"1188","2015-11-02 18:37:17","8","pl","2015-11-02 18:32:52","2015-11-02 18:37:17","","","21","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","jest tylko w pewnym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","jest w stopniu znikomym winą pani Malinowskiej.","","","Kobieta","1999.0000000000","Średnie","","Nie","Nie","260.32","23.13","","","","22.6","","","","","","","","","","","","","","","","","","","","","","","","","65.45","","","","","","","","","","","","","","","","","","","","","","","","","20.03","","","","","","","","","","","","","25.28","","","","","","","","","","","","","","","","","47.79","","","","","56.04","","","","",""
"1189","2015-11-02 18:45:02","8","pl","2015-11-02 18:43:47","2015-11-02 18:45:02","","","1","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1992.0000000000","Średnie","","Nie","Nie","72.63","5.7","","","","27.23","","","","","","","","","","","","","","","","","","","","","","","","","16.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.86","","","","",""
"1190","2015-11-02 18:52:53","8","pl","2015-11-02 18:46:23","2015-11-02 18:52:53","","","21","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","jest w stopniu znikomym winą pani Malinowskiej.","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","387.29","20.2","","","","250.29","","","","","","","","","","","","","","","","","","","","","","","","","30.58","","","","","","","","","","","","","","","","","","","","","","","","","18.41","","","","","","","","","","","","","13.92","","","","","","","","","","","","","","","","","20.52","","","","","33.37","","","","",""
"1191","2015-11-02 18:59:22","8","pl","2015-11-02 18:55:12","2015-11-02 18:59:22","","","24","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","jest tylko w pewnym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu winą mieszkańców.","Kobieta","1995.0000000000","Średnie","","Nie","Nie","248.07","7.38","","","","131.28","","","","","","","","","","","","","","","","","","","","","","","","","35.44","","","","","","","","","","","","","","","","","","","","","","","","","11.12","","","","","","","","","","","","","30.31","","","","","","","","","","","","","","","","","6.97","","","","","25.57","","","","",""
"1192","2015-11-02 19:05:25","8","pl","2015-11-02 18:59:22","2015-11-02 19:05:25","","","12","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","Kobieta","1996.0000000000","Średnie","","Nie","Nie","361.33","20.92","","","","20.98","","","","","","","","","","","","","","","","","","","","","","","","","120.92","","","","","","","","","","","","","","","","","","","","","","","","","24.34","","","","","","","","","","","","","144.55","","","","","","","","","","","","","","","","","","","","","","29.62","","","","",""
"1193","2015-11-02 19:03:26","8","pl","2015-11-02 18:59:34","2015-11-02 19:03:26","http://m.facebook.com","","24","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","nie jest winą mieszkańców.","Kobieta","1996.0000000000","Średnie","","Nie","Nie","228.55","11.95","","","","86.65","","","","","","","","","","","","","","","","","","","","","","","","","29.24","","","","","","","","","","","","","","","","","","","","","","","","","21.54","","","","","","","","","","","","","29.05","","","","","","","","","","","","","","","","","19.8","","","","","30.32","","","","",""
"1194","2015-11-02 19:06:23","8","pl","2015-11-02 19:01:31","2015-11-02 19:06:23","","","23","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","jest w znacznym stopniu zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest w stopniu znikomym zasługą mieszkańców.","","Kobieta","1993.0000000000","Średnie","","Nie","Nie","284.54","19.62","","","","88.61","","","","","","","","","","","","","","","","","","","","","","","","","33.11","","","","","","","","","","","","","","","","","","","","","","","","","45.54","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","32.27","","","","","43.39","","","","",""
"1195","2015-11-02 19:06:09","8","pl","2015-11-02 19:03:03","2015-11-02 19:06:09","","","13","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","183.86","24.29","","","","68.19","","","","","","","","","","","","","","","","","","","","","","","","","36.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3","","","","",""
"1196","2015-11-02 19:38:21","8","pl","2015-11-02 19:34:13","2015-11-02 19:38:21","","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie winą dozorcy.","","","","","","","","","","","","","","","","","","Mężczyzna","1962.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","245.47","16.84","","","","26.26","","","","","","","","","","","","","","","","","","","","","","","","","139.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.42","","","","","","","","","","","","","","","","","","","","","","42.49","","","","",""
