"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"2049","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","M","1989.0000000000","A4","","A2","N","","","","",""
"2050","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2051","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2052","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","63.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","1","","","M","1983.0000000000","A4","","A2","N","","","","",""
"2053","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2054","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1992.0000000000","A4","","A2","N","","","","",""
"2055","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2056","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2057","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2058","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2059","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","F","1951.0000000000","A4","","A2","N","","","","",""
"2060","","4","pl","2","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2061","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","3","","F","1980.0000000000","A4","","A2","N","","","","",""
"2062","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2063","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","M","1984.0000000000","A4","","A2","N","","","","",""
"2064","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2065","","8","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2066","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","4","","","F","1988.0000000000","A4","","A2","N","","","","",""
"2067","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","M","1988.0000000000","A4","","A2","N","","","","",""
"2068","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2069","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","","","","","","","M","1985.0000000000","A4","","A2","N","","","","",""
"2070","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1982.0000000000","A4","","A2","N","","","","",""
"2071","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1988.0000000000","A4","","A2","N","","","","",""
"2072","","15","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2073","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","M","1987.0000000000","A4","","A2","Y","","","","",""
"2074","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2075","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","F","1982.0000000000","A4","","A2","N","","","","",""
"2076","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2077","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1969.0000000000","A4","","A2","N","","","","",""
"2078","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","F","1977.0000000000","A4","","A2","N","","","","",""
"2079","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","F","1977.0000000000","A4","","A2","N","","","","",""
"2080","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2081","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","M","1985.0000000000","A4","","A2","N","","","","",""
"2082","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","94.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"2083","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2084","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","29.0000000000","","","","","","","","","","","","","","","","","","","","","","2","","","M","1974.0000000000","A4","","A2","Y","","","","",""
"2085","","11","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2086","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2087","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2088","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2089","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","4","","","M","1990.0000000000","A3","","A2","N","","","","",""
"2090","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2091","","2","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2092","","18","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","",""
"2093","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","F","1986.0000000000","-oth-","mgr","A2","N","","","","",""
"2094","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2095","1980-01-01 00:00:00","21","pl","8","","","","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","F","1951.0000000000","A4","","A2","N","","","","",""
"2096","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","M","1988.0000000000","A4","","A2","Y","","","","",""
"2097","","2","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2098","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2099","","11","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2100","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","M","1972.0000000000","A3","","A2","N","","","","",""
"2101","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","M","1989.0000000000","A4","","A1","N","","","","",""
"2102","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2103","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2104","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1984.0000000000","A4","","A2","N","","","","",""
"2105","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","2","F","1994.0000000000","A3","","A2","Y","","","","",""
"2106","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2107","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2108","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","M","1989.0000000000","A4","","A2","N","","","","",""
"2109","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1987.0000000000","A4","","A2","Y","","","","",""
"2110","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","1","","","F","1989.0000000000","A4","","A2","N","","","","",""
"2111","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2112","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2113","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2114","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","F","1957.0000000000","A4","","A2","Y","","","","",""
"2115","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","4","","","F","1981.0000000000","A4","","A2","N","","","","",""
"2116","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2117","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","29.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1990.0000000000","A4","","A1","N","","","","",""
"2118","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","M","1993.0000000000","-oth-","Techniczne","A2","N","","","","",""
"2119","","11","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2120","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A2","A1","","","","","","","","","","","","","","","","","","","","","M","1978.0000000000","A4","","A1","N","","","","",""
"2121","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2122","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2123","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2124","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2125","","1","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2126","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","F","1990.0000000000","A4","","A2","N","","","","",""
"2127","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2128","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1991.0000000000","A4","","A1","N","","","","",""
"2129","","6","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2130","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2131","","2","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2132","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2133","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1950.0000000000","A3","","A2","N","","","","",""
"2134","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1991.0000000000","A4","","A2","N","","","","",""
"2135","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2136","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2137","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1990.0000000000","A3","","A2","N","","","","",""
"2138","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","4","F","1990.0000000000","A3","","A2","Y","","","","",""
"2139","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","1","","F","1989.0000000000","A4","","A2","N","","","","",""
"2140","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2141","","16","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2142","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"2143","","7","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2144","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1994.0000000000","A3","","A2","N","","","","",""
"2145","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1993.0000000000","A4","","A2","N","","","","",""
"2146","","9","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2147","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","1","F","1980.0000000000","A4","","A2","N","","","","",""
"2148","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"2149","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2150","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","N","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","M","1992.0000000000","A3","","A2","N","","","","",""
"2151","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","","M","1992.0000000000","A3","","A2","Y","","","","",""
"2152","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","M","1992.0000000000","A3","","A2","Y","","","","",""
"2153","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1992.0000000000","A3","","A2","Y","","","","",""
"2154","","3","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2155","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1992.0000000000","A3","","A2","Y","","","","",""
"2156","","3","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2157","1980-01-01 00:00:00","21","pl","8","","","","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"2158","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"2159","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","2","","","M","1993.0000000000","A4","","A2","N","","","","",""
"2160","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","F","1982.0000000000","A4","","A2","N","","","","",""
"2161","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1981.0000000000","A4","","A2","Y","","","","",""
"2162","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","4","F","1991.0000000000","A3","","A2","N","","","","",""
"2163","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","M","1989.0000000000","A4","","A1","N","","","","",""
"2164","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","21.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1993.0000000000","A4","","A2","N","","","","",""
"2165","","11","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2166","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","F","1976.0000000000","A4","","A2","N","","","","",""
"2167","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2168","1980-01-01 00:00:00","21","pl","1","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","26.0000000000","A4","","A2","Y","","","","",""
"2169","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2170","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","M","1973.0000000000","A4","","A2","N","","","","",""
"2171","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2172","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2173","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2174","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2175","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2176","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","5","","","M","1993.0000000000","A3","","A1","N","","","","",""
"2177","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"2178","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2179","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A2","A1","","","","","","","","","","","","","","","","","","","","","F","1958.0000000000","A4","","A2","N","","","","",""
"2180","","16","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2181","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2182","","13","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2183","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1994.0000000000","A3","","A2","N","","","","",""
"2184","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","F","1965.0000000000","A4","","A2","N","","","","",""
"2185","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2186","","2","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2187","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","2","","","F","1990.0000000000","A4","","A2","N","","","","",""
"2188","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2189","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","M","1998.0000000000","A1","","A2","N","","","","",""
"2190","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1989.0000000000","A4","","A2","N","","","","",""
"2191","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","4","","","F","1994.0000000000","A3","","A2","N","","","","",""
"2192","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","F","1992.0000000000","A3","","A2","N","","","","",""
"2193","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1989.0000000000","A4","","A2","N","","","","",""
"2194","","2","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2195","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1997.0000000000","A1","","A2","Y","","","","",""
"2196","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2197","","5","pl","1","","","","","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2198","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","F","1967.0000000000","A4","","A2","Y","","","","",""
"2199","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2200","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1993.0000000000","A3","","A2","N","","","","",""
"2201","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1978.0000000000","A4","","A2","N","","","","",""
"2202","","14","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2203","","10","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2204","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","2","","","M","1990.0000000000","A4","","A2","N","","","","",""
"2205","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2206","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A2","A1","","","","","","","","","","","","","","","","","","","","","F","1957.0000000000","A4","","A2","N","","","","",""
"2207","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","M","1992.0000000000","A4","","A2","Y","","","","",""
"2208","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
